name,main_lang,ms_item,ms_class,obj_desc,sup_desc,early_date,late_date,period,region,settlement,geo_place
BShe 0134,grc,otherreligion,label,pottery,clay,-300,-200,Hellenistic,Jordan Valley,ScythopolisBethShean,Tel Istabah
BShe 0135,grc,otherreligion,label,pottery,clay,-199,-100,Hellenistic,Jordan Valley,ScythopolisBethShean,Tel Istabah
BShe 0136,la,otherreligion,label,pottery,clay,1,300,Roman,Jordan Valley,ScythopolisBethShean,Between city and theatre
BShe 0137,la,otherreligion,label,pottery,clay,1,300,Roman,Jordan Valley,ScythopolisBethShean,Near Theatre
BShe 0138,la,otherreligion,label,pottery,clay,1,300,Roman,Jordan Valley,ScythopolisBethShean,Near villa
BShe 0139,la,otherreligion,label,pottery,clay,1,300,Roman,Jordan Valley,ScythopolisBethShean,Fish-pond area
Bshe 0140,grc,otherreligion,dedicatory,pedestal,materialunknown,395,404,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0141,grc,otherreligion,dedicatory,lintel,materialunknown,395,404,Byzantine,Jordan Valley,ScythopolisBethShean,Nympheum
Bshe 0142,grc,otherreligion,dedicatory,floormosaic,materialunknown,395,404,Byzantine,Jordan Valley,ScythopolisBethShean,"In front of the southern entrance to the
                                    bathhouse"
Bshe 0143,grc,otherreligion,dedicatory,lintel,stone,375,425,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0144,grc,otherreligion,dedicatory,slab,limestone,375,425,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0145,grc,otherreligion,dedicatory,floormosaic,stoneunknown,475,525,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0146,grc,christian,dedicatory,block,stone,506,507,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0147,grc,christian,dedicatory,slab,limestone,521,522,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0148,grc,otherreligion,dedicatory,slab,limestone,521,522,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0149,grc,christian,dedicatory,block,stoneunknown,500,516,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0150,grc,christian,dedicatory,block,stoneunknown,500,516,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0152,grc,otherreligion,acclamation,mosaic,materialunknown,324,638,Byzantine,Jordan Valley,ScythopolisBethShean,
Bshe 0153,grc,christian,verse,mosaic,stoneglass,475,500,Byzantine,Jordan Valley,ScythopolisBethShean,Imhoff
Bshe 0155,grc,jewish,dedicatory,floorpavementmosaic,materialunknown,475,525,Byzantine,Jordan Valley,BethShean,Samaritan Synagogue
Bshe 0156,la,unknownreligion,labelownership,amphoramosaic,clay,70,100,Early Roman,Jordan Valley,BethShean,
Bshe 0157,arc,jewish,dedicatory,mosaic,materialunknown,400,600,Byzantine,Jordan Valley,BethShean,
Bshe 0158,arc,jewish,dedicatory,mosaic,materialunknown,400,700,Byzantine,Jordan Valley,BethShean,Kyrios Leontis Synagogue
Bshe 0159,la,otherreligion,dedicatory,column,limestone,150,250,Late Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0160,la,otherreligion,dedicatoryoffering,panel,limestone,130,130,Early Roman,Jordan Valley,ScythopolisBethShean,
Bshe 0161,grc,christian,verse,mosaic,,400,427,Byzantine,Jordan Valley,ScythopolisBethShean,monastery
Bshe 0162,grc,otherreligion,acclamation,pavementmosaic,materialunknown,324,638,Byzantine,Jordan Valley,BethShean,Southeast of the city's center
Bshe 0163,grc,otherreligion,verse,pavementmosaic,materialunknown,324,638,Byzantine,Jordan Valley,BethShean,"""sigma plaza"""
Bshe 0164,grc,otherreligion,building,pavementmosaic,materialunknown,324,638,Byzantine,Jordan Valley,BethShean,"western portica of the palaestra of the
                                    western bathhouse"
Bsil 0001,grc,christian,dedicatory,mosaic,stone,324,638,Byzantine,Judaea,KhirbetBeitSila,"Basilica dedicated to St. Theodore about 2 km
                                    south of Ramallah"
Bsil 0002,grc,christian,dedicatory,altar,marble,324,638,Byzantine,Judaea,KhirbetBeitSila,"Basilica dedicated to St. Theodore about 2 km
                                    south of Ramallah"
Bsur 0001,grc,christian,dedicatory,mosaic,stone,515,517,Byzantine,Judaea,BeitSurik,
Butm 0001,grc,jewish,textunknown,lintel,,200,450,Talmudic,Golan,Butmiyye,
Butm 0002,grc,jewish,textunknown,lintel,,338,450,Byzantine,Golan,Butmiyye,
Byam 0001,heb,jewish,labelownership,jar,clay,-350,-300,Persian/Hellenistic,Coastal Plain,BatYam,
Byis 0001,grc,christian,funeraryepitaph,tomb,stone,505,505,Byzantine,Coastal Plain,BeerotYishaq,
Caes 0001,grc,otherreligion,label,statuebase,marble,1,100,Early Roman,Coastal Plain,Caesarea,
Caes 0002,la,otherreligion,honorific,statuebase,kurkar,75,150,Roman,Coastal Plain,Caesarea,Field C
Caes 0003,la,otherreligion,honorific,statuebase,marble,75,300,Roman,Coastal Plain,Caesarea,
Caes 0004,la,otherreligion,dedicatory,column,marble,200,222,Late Roman,Coastal Plain,Caesarea,
caes0005,grc,otherreligion,honorific,column,marble,200,300,Roman,Coastal Plain,Caesarea,
Caes 0006,la,otherreligion,dedicatory,column,marble,284,305,Late Roman,Coastal Plain,Caesarea,
Caes 0007,la,otherreligion,dedicatory,column,marble,232,232,Late Roman,Coastal Plain,Caesarea,Field C
Caes 0008,la,otherreligion,dedicatory,column,limestone,175,300,Roman,Coastal Plain,Caesarea,
Caes 0009,la,otherreligion,honorific,column,limestone,286,305,Late Roman,Coastal Plain,Caesarea,
Caes 0010,la,otherreligion,dedicatory,column,limestone,222,240,Late Roman,Coastal Plain,Caesarea,
Caes 0011,la,otherreligion,honorific,column,limestone,222,270,Late Roman,Coastal Plain,Caesarea,
Caes 0012,grc,otherreligion,honorific,column,marble,70,300,Roman,Coastal Plain,Caesarea,
Caes 0013,la,otherreligion,honorific,column,marble,276,282,Late Roman,Coastal Plain,Caesarea,
Caes 0014,la,otherreligion,honorific,column,marble,293,305,Late Roman,Coastal Plain,Caesarea,
Caes 0015,la,otherreligion,dedicatory,column,marble,157,158,Late Roman,Coastal Plain,Caesarea,
Caes 0016,la,otherreligion,honorific,column,marble,276,282,Late Roman,Coastal Plain,Caesarea,
Caes 0017,la,otherreligion,dedicatory,column,marble,293,305,Late Roman,Coastal Plain,Caesarea,
Caes 0018,la,otherreligion,dedicatory,column,marble,193,212,Late Roman,Coastal Plain,Caesarea,
Caes 0019,la,otherreligion,dedicatory,column,marble,200,300,Roman,Coastal Plain,Caesarea,
Caes 0020,la,otherreligion,dedicatory,column,marble,135,300,Roman,Coastal Plain,Caesarea,
Caes 0021,la,otherreligion,dedicatory,column,marble,100,300,Roman,Coastal Plain,Caesarea,
Caes 0022,la,otherreligion,dedicatory,column,marble,170,300,Roman,Coastal Plain,Caesarea,
Caes 0023,la,otherreligion,textunknown,column,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0024,la,otherreligion,dedicatory,column,,,,Unknown,Coastal Plain,Caesarea,
Caes 0025,grc,otherreligion,honorific,column,granite,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0026,grc,otherreligion,honorific,column,granite,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0027,la,otherreligion,dedicatory,slab,limestone,77,78,Early Roman,Coastal Plain,Caesarea,
Caes 0029,la,otherreligion,honorific,slab,marble,200,300,Roman,Coastal Plain,Caesarea,
Caes 0030,la,otherreligion,honorific,plaque,marble,160,169,Late Roman,Coastal Plain,Caesarea,
Caes 0031,la,otherreligion,dedicatory,plaque,marble,70,300,Roman,Coastal Plain,Caesarea,
Caes 0032,la,otherreligion,dedicatory,slab,marble,100,300,Roman,Coastal Plain,Caesarea,
Caes 0033,la,otherreligion,honorific,slab,marble,135,300,Roman,Coastal Plain,Caesarea,
Caes 0034,la,otherreligion,textother,plaque,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0035,la,otherreligion,textother,slab,marble,100,300,Roman,Coastal Plain,Caesarea,
Caes 0036,la,otherreligion,textother,plaque,marble,135,300,Roman,Coastal Plain,Caesarea,
Caes 0037,la,otherreligion,honorific,block,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0038,grc,otherreligion,verse,block,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0039,grc,otherreligion,acclamation,pavementmosaic,stoneunknown,560,610,Byzantine,Coastal Plain,Caesarea,
Caes 0040,grc,christian,acclamation,pavementmosaic,stoneother,575,700,Byzantine,Coastal Plain,Caesarea,
Caes 0041,grc,christian,acclamation,block,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0042,grc,,malediction,block,stone,300,650,Byzantine,Coastal Plain,Caesarea,Field K
Caes 0043,la,otherreligion,dedicatory,slab,limestone,31,36,Early Roman,Coastal Plain,Caesarea,
Caes 0044,la,otherreligion,dedicatory,block,marble,100,240,Late Roman,Coastal Plain,Caesarea,
Caes 0045,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0046,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0047,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0048,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0049,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0050,la,otherreligion,dedicatory,block,,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0051,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0052,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0053,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0054,la,otherreligion,dedicatory,block,limestone,117,138,Early Roman,Coastal Plain,Caesarea,
Caes 0055,grc,otherreligion,dedicatory,block,limestone,385,385,Byzantine,Coastal Plain,Caesarea,
Caes 0056,grc,otherreligion,dedicatory,block,,350,650,Byzantine,Coastal Plain,Caesarea,
Caes 0057,grc,christian,dedicatory,block,kurkar,500,500,Byzantine,Coastal Plain,Caesarea,
Caes 0058,grc,otherreligion,dedicatory,column,marble,450,525,Byzantine,Coastal Plain,Caesarea,"70 m east of eastern gate of Old City and north of the
                           road in a hole 1.5 m deep"
Caes 0059,grc,otherreligion,dedicatory,pavementmosaic,stoneother,546,606,Byzantine,Coastal Plain,Caesarea,Byzantine Esplanade
Caes 0060,grc,unknownreligion,honorific,block,marble,200,650,Talmudic,Coastal Plain,Caesarea,
Caes 0061,grc,unknownreligion,acclamation,block,marble,200,650,Talmudic,Coastal Plain,Caesarea,
Caes 0062,la,otherreligion,textother,block,limestone,1,300,Roman,Coastal Plain,Caesarea,
Caes 0063,grc,otherreligion,dedicatory,column,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0064,grc,unknownreligion,dedicatory,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
caes0065,grc,unknownreligion,dedicatory,plaque,,300,650,Byzantine,Coastal Plain,Caesarea,
caes0066,grc,christian,acclamation,chancelscreen,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0067,grc,christian,textunknown,chancelscreen,,300,650,Byzantine,Coastal Plain,Caesarea,Field K
Caes0068,grc,christian,textunknown,chancelscreen,,300,650,Byzantine,Coastal Plain,Caesarea,
caes0069,grc,unknownreligion,textunknown,fragment,,1,700,Unknown,Coastal Plain,Caesarea,
Caes 0070,grc,christian,textunknown,chancelscreen,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0071,grc,christian,textunknown,block,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0072,grc,unknownreligion,textunknown,capital,,,,Unknown,Coastal Plain,Caesarea,
Caes 0073,grc,unknownreligion,textunknown,fragment,,,,Unknown,Coastal Plain,Caesarea,
Caes 0074,grc,unknownreligion,textunknown,block,,,,Unknown,Coastal Plain,Caesarea,
Caes 0075,grc,unknownreligion,textunknown,block,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0076,grc,unknownreligion,textunknown,block,marble,100,300,Roman,Coastal Plain,Caesarea,
caes0077,grc,unknownreligion,textunknown,block,,,,Unknown,Coastal Plain,Caesarea,A3
caes0078,grc,jewish,dedicatory,pavement,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0079,grc,jewish,dedicatory,pavement,,400,650,Byzantine,Coastal Plain,Caesarea,
Caes 0080,grc,jewish,dedicatoryoffering,block,limestone,400,600,Byzantine,Coastal Plain,Caesarea,Synagogue
caes0082,grc,jewish,verse,pavement,,400,600,Byzantine,Coastal Plain,Caesarea,
caes0083,grc,jewish,dedicatoryoffering,column,,400,600,Byzantine,Coastal Plain,Caesarea,Synagogue
caes0085,grc,unknownreligion,prayer,pavement,,300,650,Byzantine,Coastal Plain,Caesarea,
caes0086,grc,unknownreligion,textunknown,pavement,,450,600,Byzantine,Coastal Plain,Caesarea,Revenue Office
caes0087,grc,unknownreligion,prayer,pavement,,450,600,Byzantine,Coastal Plain,Caesarea,Revenue Office 
caes0088,grc,christian,verse,pavement,,500,650,Byzantine,Coastal Plain,Caesarea,Revenue Office
Caes 0089,grc,christian,textother,pavement,,500,650,Byzantine,Coastal Plain,Caesarea,Archive Building
Caes 0090,grc,christian,prayer,pavement,,500,650,Byzantine,Coastal Plain,Caesarea,Revenue Office
Caes 0106,la,otherreligion,dedicatory,milestonemarker,,236,238,Late Roman,Coastal Plain,Caesarea,
caes0107,la,otherreligion,dedicatory,milestonemarker,,238,238,Late Roman,Coastal Plain,Caesarea,
Caes 0108,grc,otherreligion,placemarkermilestone,milestonemarker,,,,Unknown,Coastal Plain,Caesarea,
Caes 0109,grc,otherreligion,financial,slab,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0110,grc,otherreligion,textunknown,fragment,,,,Unknown,Coastal Plain,Caesarea,
Caes 0111,grc,otherreligion,textunknown,plaque,,1,300,Roman,Coastal Plain,Caesarea,
Caes 0112,grc,otherreligion,textunknown,plaque,limestone,300,550,Byzantine,Coastal Plain,Caesarea,
Caes 0113,grc,christian,textunknown,fresco,plaster,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0114,grc,christian,textunknown,weight,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0115,grc,otherreligion,textunknown,bowl,stone,,,Unknown,Coastal Plain,Caesarea,
Caes 0116,grc,otherreligion,textunknown,bowl,stone,,,Unknown,Coastal Plain,Caesarea,
caes0118,grc,christian,textunknown,unknownobject,,,,Unknown,Coastal Plain,Caesarea,
Caes 0119,la,otherreligion,dedicatory,altar,limestone,1,200,Roman,Coastal Plain,Caesarea,
Caes 0120,la,otherreligion,textunknown,altar,,1,300,Roman,Coastal Plain,Caesarea,
Caes 0121,la,otherreligion,textunknown,altar,marble,1,300,Roman,Coastal Plain,Caesarea,Byzantine Esplanade
caes0122,la,otherreligion,dedicatory,slab,marble,1,200,Roman,Coastal Plain,Caesarea,Old City
Caes 0123,la,otherreligion,textunknown,plaque,marble,1,300,Roman,Coastal Plain,Caesarea,Old City
caes0124,grc,otherreligion,dedicatoryvotive,block,kurkar,50,300,Roman,Coastal Plain,Caesarea,
caes0125,grc,otherreligion,dedicatoryvotive,stele,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0126,grc,otherreligion,dedicatoryvotive,column,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0127,grc,otherreligion,dedicatoryvotive,column,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0128,grc,unknownreligion,dedicatoryvotive,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0129,grc,christian,prayer,mosaic,,450,500,Byzantine,Coastal Plain,Caesarea,
Caes 0130,grc,christian,prayer,mosaic,,450,500,Byzantine,Coastal Plain,Caesarea,
Caes 0131,grc,christian,prayer,column,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0132,grc,christian,prayer,pavement,stone,550,650,Byzantine,Coastal Plain,Caesarea,
caes0133,grc,christian,verse,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0134,grc,christian,dedicatoryoffering,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0135,grc,christian,prayer,plaque,,300,650,Byzantine,Coastal Plain,Caesarea,
caes0136,grc,unknownreligion,prayer,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0137,grc,jewish,prayer,plaque,marble,409,411,Byzantine,Coastal Plain,Caesarea,
caes0138,grc,unknownreligion,prayer,column,,,,Unknown,Coastal Plain,Caesarea,
caes0139,grc,unknownreligion,prayer,column,,,,Unknown,Coastal Plain,Caesarea,
caes0140,grc,unknownreligion,prayer,column,,,,Unknown,Coastal Plain,Caesarea,
caes0141,grc,unknownreligion,prayer,fragment,,,,Unknown,Coastal Plain,Caesarea,
caes0142,grc,unknownreligion,prayer,buildingstone,,,,Unknown,Coastal Plain,Caesarea,
caes0143,grc,unknownreligion,funerary,plaque,,,,Unknown,Coastal Plain,Caesarea,
caes0144,grc,otherreligion,legal,plaque,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0145,la,otherreligion,funerary,block,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0146,la,otherreligion,funerary,protome,marble,250,300,Roman,Coastal Plain,Caesarea,
caes0147,grc,otherreligion,funerary,tomb,,,,None,Coastal Plain,Caesarea,
Caes 0148,la,otherreligion,funerary,sarcophagus,marble,200,300,Roman,Coastal Plain,Caesarea,
caes0149,grc,otherreligion,funerary,sarcophagus,,100,300,Roman,Coastal Plain,Caesarea,
caes0150,grc,otherreligion,funerary,sarcophagus,,100,300,Roman,Coastal Plain,Caesarea,
caes0151,grc,otherreligion,funerary,sarcophagus,,,,Unknown,Coastal Plain,Caesarea,
Caes 0152,grc,otherreligion,funerary,sarcophagus,,,,Unknown,Coastal Plain,Caesarea,
Caes 0153,grc,otherreligion,funerary,sarcophagus,,,,Unknown,Coastal Plain,Caesarea,
caes0154,grc,christian,funerary,sarcophagus,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0155,grc,christian,funerary,sarcophagus,,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0156,grc,christian,funeraryepitaph,block,limestone,300,650,Byzantine,Coastal Plain,Caesarea,
caes0157,grc,unknownreligion,funeraryepitaph,door,limestone,,,Unknown,Coastal Plain,Caesarea,
caes0158,grc,otherreligion,funeraryepitaph,plaque,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0159,grc,otherreligion,funerary,plaque,marble,1,200,Roman,Coastal Plain,Caesarea,
Caes 0160,la,otherreligion,funeraryepitaph,plaque,marble,1,200,Roman,Coastal Plain,Caesarea,
Caes 0161,la,unknownreligion,funeraryepitaph,plaque,marble,1,200,Roman,Coastal Plain,Caesarea,
caes0162,la,unknownreligion,funeraryepitaph,fragment,marble,1,200,Roman,Coastal Plain,Caesarea,
Caes 0163,la,unknownreligion,funeraryepitaph,plaque,marble,100,300,Roman,Coastal Plain,Caesarea,
caes0164,la,unknownreligion,funeraryepitaph,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0165,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0166,grc,jewish,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0167,grc,jewish,funeraryepitaph,plaque,marble,300,650,None,Coastal Plain,Caesarea,
caes0168,grc,jewish,funeraryepitaph,plaque,marble,300,550,Byzantine,Coastal Plain,Caesarea,
Caes 0169,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0170,grc,jewish,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0171,grc,jewish,funerary,plaque,marble,300,700,Byzantine,Coastal Plain,Caesarea,
caes0172,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0173,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0174,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0175,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0176,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0177,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0178,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0179,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0180,grc,jewish,funeraryepitaph,plaque,marble,100,650,Unknown,Coastal Plain,Caesarea,
Caes 0181,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0182,grc,jewish,funeraryepitaph,revetment,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0183,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0184,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0185,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0186,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0187,grc,jewish,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0188,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0189,grc,jewish,funeraryepitaph,plaque,marble,200,500,Unknown,Coastal Plain,Caesarea,
caes0190,grc,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0191,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0192,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0193,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0194,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0195,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0196,grc,jewish,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0197,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0198,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0199,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0200,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0201,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0202,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0203,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0204,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0205,grc,christian,funeraryepitaph,tombstone,stone,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0206,grc,christian,funeraryepitaph,tombstone,stone,300,650,Byzantine,Coastal Plain,Caesarea,
caes0207,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0208,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0209,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0210,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0211,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0212,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0213,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0214,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0215,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0216,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0217,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0218,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0219,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0220,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0221,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0222,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0223,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0224,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0225,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0226,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0227,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0228,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0229,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0230,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0231,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0232,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0233,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0234,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0235,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0236,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0237,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0238,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0239,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0240,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0241,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0242,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0243,grc,christian,textunknown,fragment,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0244,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0245,grc,unknownreligion,funerary,plaque,marble,201,300,Roman,Coastal Plain,Caesarea,
caes0246,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0247,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0248,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0249,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0250,grc,unknownreligion,funerary,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
caes0251,grc,unknownreligion,funerary,plaque,,,,Unknown,Coastal Plain,Caesarea,
caes0252,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0253,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
